Job Name,Company Name,JD,Skills,Date Posted,YOE,Location,Website,Job Function:,Industry:,Specialization:,Qualification:,Hiring Location:,Role:,Vacancies:
MS SQL + Cognos,"Best Infosystems Ltd.
     (More Jobs)","Job Title:  MS SQL + Cognos 
Job Type: Full-Time
Location: Noida, Pune, Mumbai, Hyderabad, Chennai, Bangalore, Coimbatore
Years of Experience:9-13years
Mandatory Skill combination: Primary- SQL strong, Cognos-moderate, Cognos Cube( good to have SSAS cube-mandatory, SSIS, Power BI)
JD:
•Must have strong in MS SQL
•Exposer on SSRS, SSIS, and SSAS
•Good to have Cognos Cube, Cognos Report Design, and Cognos Server Maintenance
•Strong DWH database designing and SQL skills.
• Hands-on experience in Cognos & Power BI development, Designing the UI, dashboarding, Expression 
•Data modeling and reporting (ad hoc report generation) techniques.
•Experienced in application designing, architecting, development, and deployment using Cognos & Power BI. 
•Must be efficient in front-end development and know visualization best practices.
•Strong communication skills (verbal/written) to deliver the technical insights and interpret the data reports to the clients. Also helps in understanding and serving to the client’s requirements.
•Implementation of Cognos & Power BI best practices in order to deliver effective Cognos & Power BI solutions to the users.
•Creating and maintaining technical documentation.
============
If you are interested, please let me know the following details:
# Your full name ( First : Middle: Last ) ( All expanded ):
# Present Employer Name & Work Location:
# Payroll Company Name:
# Highest Qualification (University Name and Passing year):
# Relevant exp as a MS SQL + Cognos(in years):
# Total IT experience:
# Relevant exp in  SSRS(in years):
# Relevant exp in  database designing(in years):
# Appian L2  (or above) certification (Yes/No):
# Number of Appian BPM implementations:
# Relevant exp in SQL (in years):
# Current CTC:
# Expected CTC:
# Official Notice Period:
# Are you serving notice period (if yes then mention Last working day):
# Any offer you are holding (if yes please share the offer amount):
# Current location:
# Preferred location:
# Reason for change (Please explain in detail): 
#DOB (Date Of Birth):
======
Thanks & Regards,
Narayan
Senior Team Leader
Best Infosystems Ltd.","MSSQL+Cognos,SSRS,databasedesigning",Posted few days ago,9 - 13 yrs,(More Jobs),,IT Software : Software Products & Services,IT-Software,Software Engineer,Any Graduate,,,
Senior SQL Developer,L and T Technology Services,"Senior SQL DeveloperDate: 20 Sep 2023Location: HyderabadCompany: LTTSAbout the RoleWe are seeking a skilled SQL Developer with extensive experience in Oracle and PostgreSQL databases to join our data management team. As an SQL Developer, you will be responsible for designing, optimizing, and maintaining database structures, writing complex SQL queries, and ensuring efficient data retrieval and manipulation.ResponsibilitiesDesign and maintain database structures in both Oracle and PostgreSQL, ensuring optimal performance, data integrity, and scalability.Write, optimize, and troubleshoot complex SQL queries for data extraction, transformation, and reporting purposes, taking into account performance considerations.Analyze query performance and identify areas for improvement, implementing indexing, query optimization, and other techniques to enhance database efficiency.Manage data migration processes between Oracle and PostgreSQL databases, ensuring data consistency and accuracy during transfers.Develop and maintain data models, ER diagrams, and documentation that accurately represent the database schema and relationships.Implement and maintain security measures, including user access controls, roles, and permissions, to safeguard sensitive data.Maintain comprehensive documentation of database designs, schema changes, and data dictionaries to facilitate efficient collaboration and knowledge sharing.Utilize version control systems for managing database scripts, ensuring consistent deployment across different environments.Qualifications/Experience:Bachelors degree in computer science, Information Technology, or a related field.Overall IT experience of 8  years with relevant experience in SQL development and DB designingSkillsMust have skills:Proven experience as an SQL Developer with a strong focus on Oracle and PostgreSQL databases.Proficiency in writing complex SQL queries, stored procedures, and functions in both Oracle PL/SQL and PostgreSQL.Solid understanding of database design principles, normalization, and indexing strategies.Experience in performance tuning and query optimization for large-scale databases.Familiarity with database migration, replication, and integration techniques.Strong problem-solving skills and the ability to troubleshoot and resolve database-related issues.Excellent communication skills, both verbal and written, to convey technical concepts effectively.Knowledge of version control systems (e.g., Git) for managing database scripts.Familiarity with data warehousing concepts and ETL processes is advantageous.Previous exposure to other databases (e.g., MySQL, SQL Server) is a plus.Preferable: Utility Domain ExperienceLocation Hyderabad","sqldeveloper,oracle,postgresql,sqlqueries,performancetuning,oraclepl/sql,informationtechnology,datawarehousing,database,dataextraction,security,git,mysql,sqldevelopment",Posted a month ago,8 - 11 yrs,Hyderabad/Secunderabad,http://www.lnttechservices.com/,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,BE/ B.Tech (Engineering),,,
System Admin with SQL DBA,ACCESS AUTOMATION PVT LTD,"Knowledge of Networking LAN,WAN.Working experience on Windows Server 2008, Windows 7 Pro and Windows 8 Pro.Installation and configuration of Windows Server 2008.Active Directory Installation and configuration and knowledge.Working experience and Installation, configuration of MS SQL server 2008 and 2014.Backup and Restore of Database, Port configuration ,Script execution, Trouble shooting of SQL issues.Good knowledge on Internet Information Service.Configuration of Application pools, Frame Work In IISWorking with Team Foundation Server will be plus.Desirable:Good communication skills,Qualification:BSc, BCA, BE with Computer Science with related experienceExperience:1 to 1.5 year.","backup,configuration,networking,windows8,installation,lan,windowsserver",Posted 5 days ago,5 - 8 yrs,Bengaluru / Bangalore,,IT Hardware : Hardware Products & Services,Others - other Industry,H/W Installation/Maintenance,"ME/ M.Tech./ MS (Engg/ Sciences)
                    
                    
                  

                    BCA (Computer Application)",,,
SQL Database Administrator,integreon managed solutions private limited,"Responsible for creation and maintenance of notification database and integrations between vendors and database for automated efficiencies. Will maintain the database and conduct updates as need to satisfy Integreon and client requests.Creating and delivering cloud-based solutions using technologies such as Salesforce. You will be responsible for the design and architecture of complex solution components (e.g., integration, security, custom development).Technical areas this role will focus on: Building predictive & Prescriptive models & visualizations, Relational Database (SQL), Unstructured Data, ETL using latest tools, API calls, and Data Analysis using Python.Database Administrator Qualifications/Skills:Strong command of SQL and SQL server toolsAdvanced knowledge of database security, backup and recovery, and performance monitoring standardUnderstanding of relational and dimensional data modelingPowerShell and Unix shell scripting skillsStrong mathematical and statistical knowledgeExcellent written and verbal communication skillsImpeccable attention to detailStrong knowledge of API developmentStrong knowledge of UI development (JSP, HTML, CSS, Ajax, XML)Strong knowledge of web services (WSDL Soap, Restful)Technical expertise in the design, development, coding, testing, and debugging of software.Education and Experience Requirements:Bachelors degree in computer science or a related fieldThree to five years of experience in database administration, information technology, database architecture, or a related fieldExperience with Linux and Windows Server environmentsExtensive experience with database technologies (MySQL, MS SQL)Experience with cloud services (AWS, Microsoft Azure) a plusExperience working with Salesforce Apex, Visualforce, Web Components (Aura/LWC)","css,informationtechnology,ajax,apex,salesforce,unixshellscripting,xml,html,mysql,api,visualforce,python,databasesecurity,reportingtools,soap,jsp,sql,database,security,wsdl,linux,debugging,cloudservices,microsoftazure",Posted few days ago,0 - 3 yrs,,http://integreon.ourcareerpages.com/,IT Software : Software Products & Services,Law/Legal Firms,Software Engineer,"ME/ M.Tech./ MS (Engg/ Sciences)
                    
                    
                  

                    Any Graduate",,,
SQL Server Content Developer,eDominer Systems,"Immediate Openings in SQLMaestros (SQL Server Content Developer)SQLMaestros is a unit of eDominer System P Ltd, offering training and learning services on Microsoft SQL Server & overall Data Platform. eDominer is the owner of popular IT brands like EXPAND smERP, PeoplewareIndia, SQLMaestros & DataPlatformGeeks. We have officers in Kolkata & Bangalore. We also organize Asias Largest Data & Analytics Conference called Data Platform Summit.Visit to learn more about the unit.We are expanding our team and looking for experienced SQL Server professionals for the SQLMaestros unit. You need to have experience with SQL Server as a DBA. We have openings for senior folks as well as people with less experience.Experience & Expertise RequiredYou should have minimum 3 years of working experience with SQL Server as a DBA (Database Administrator)You need to have basic knowledge about the internals of SQL Server Database EngineYou should have experience in writing T-SQL queriesYou need to have good understanding of SQL Server Architecture, Storage, Indexes, Extended Events, etcYou need to have some experience with SQL Server Performance TroubleshootingYou need to have research, development & experimentation capabilitiesGood verbal & written communication skills in English is required for SQL Server Content DeveloperYou will develop content around SQL ServerYou will develop written material, power point presentations and Hands-On-LabsIf you have good communication and presentation skills, you may be asked to record learning videosYou will also occasionally blog on various topics related to SQL Server","presentationskills,learning,incentives,communication",Posted 6 days ago,3 - 6 yrs,"Kolkata,  Bengaluru / Bangalore",http://www.edominer.com,Content/Editors/Journalists,"IT-Hardware/Networking,  Telecom",Business Content Developer,Any Graduate,,,
Database Administrator -Microsoft SQL,InteleANTS Virtual Workforce Private Limited,"OJ Commerce (OJC), a rapidly expanding and profitable online retailer, is headquartered in Florida, USA, with a fully-functional office in Chennai, India.We deliver exceptional value to our customers by harnessing cutting-edge technology, fostering innovation, and establishing strategic brand partnerships to enable a seamless, enjoyable shopping experience featuring high-quality products at unbeatable prices. Our advanced, data-driven system streamlines operations with minimal human intervention.Our extensive product portfolio encompasses over a million SKUs and more than 2,500 brands across eight primary categories.With a robust presence on major platforms such as Amazon, Walmart, Wayfair, Home Depot, and eBay, we directly serve consumers in the United States.As we continue to forge new partner relationships, our flagship website www.ojcommerce.com, has rapidly emerged as a top-performing e-commerce channel, catering to millions of customers annually.Responsibilities:Manage SQL Server databases through multiple product lifecycle environments, from development to mission-critical production systems.Configure and maintain database servers and processes, including monitoring of system health and performance, to ensure high levels of performance, availability, and security.Apply data modelling techniques to ensure development and implementation support efforts meet integration and performance expectationsHands-on with Query Optimisation, Replication etc.Create and maintain roadmap for our database infrastructureAssist developers with complex query tuning and schema refinement.Perform scheduled maintenance and support release deployment activities after hours.Defining current and future standards for large data-sets with high uptime requirementsSkillsMust have technical skills in SQL Server 2016 , SSIS, SSRS, SSAS, Power ShellMin 2 years MS SQL Server Administration experience requiredExperience with Performance Tuning and Optimization (PTO), using native monitoring and troubleshooting toolsExperience with backups, restores and recovery modelsKnowledge of High Availability (HA) and Disaster Recovery (DR) options for SQL ServerExperience working with Windows server, including Active Directory","disasterrecovery,recovery,security,database,databaseadministrator,replication,performancetuning,infrastructure,databaseservers",Posted few days ago,2 - 5 yrs,Chennai,https://www.inteleants.com/,IT Software : Software Products & Services,IT-Software,Database Administration (DBA),"ME/ M.Tech./ MS (Engg/ Sciences)
                    
                    
                  

                    Any Graduate",,,
SQL DBA Lead,Nihilent Technologies Pvt. Ltd.,"SQL DBA LeadDesignation: SQL DBA LeadLocation: Pune / KolkataExperience: 7-10 YearsSkills: Collaborate with software developers and architects to design efficient and scalable database solutions.Analyze application requirements and provide input for optimal database schema design.Evaluate and implement database design changes to enhance performance and maintainability.Monitor database performance, identify bottlenecks, and proactively optimize queries and database objects.Utilize performance tuning techniques to improve query execution times and overall system performance.Implement indexing strategies to ensure efficient data retrieval and storage.Analyze query execution plans to identify areas for optimization and implement necessary changes.Optimize database configuration settings for improved resource utilization and system responsiveness.Assist developers in writing efficient SQL queries and provide recommendations for query optimization.Develop and maintain robust backup and recovery strategies to ensure data integrity and availability.Perform regular backups, validate their integrity, and periodically test recovery procedures.Implement security measures to safeguard sensitive data and ensure compliance with industry standards and regulations.Monitor and manage database security by applying patches, updates, and security configurations.Perform regular security audits and vulnerability assessments.","databasedesign,performanceoptimization,queryoptimization,backupandrecovery,securityimplementation,performancetuning,indexing,databasesecurity,storage,sqldba",Posted a month ago,7 - 10 yrs,"Pune,  Kolkata",http://www.nihilent.com/,IT Software : Software Products & Services,"Software Services,  Internet/Dot com/ISP",Database Administration (DBA),"ME/ M.Tech./ MS (Engg/ Sciences)
                    
                    
                  

                    Any Graduate",,,
SSRS  ( SSIS / T-SQL ) Developer,Gainwell Technologies,"SSRS (SSIS/T-SQL)DeveloperDate: Nov 9, 2023Location: Chennai, TN, IN, 600032Req ID: 20707SummaryPerforms complex product design activities, using research and analysis. Assists in developing the methods and procedures required to identify if current business goals and objectives meet organizational needs. Supports the full life cycle of product development processes for creating new products and services. Investigates and resolve complex business and technical product integration matters of significance. Focuses on a specific product or family of technologies in multiple platforms; functions independently within a business area and assists at the enterprise level to influence the technical decisions during various phases of the project.Your role in our missionExperienced in T-SQL coding experience on large projects.Demonstrated experience around writing and troubleshooting T-SQL statements, creating stored procedures, views, and SQL functions.Extensive experience with development of stored procedures and processes using T-SQL.Demonstrated experience working with SSIS to create and deploy packages.Demonstrated experience with SSRS for creating and publishing reports.Strong SQL coding experience with performance optimization experience for data queries.Must possess expert SQL programming, performance tuning and troubleshooting skills.SSIS / SSRS development experience with strong understanding and best practices as well as the ability to develop SSIS packages and SSRS reports.Create database objects and SQL scripts, and must have thorough understanding, knowledge, exposure to advanced PL/ SQL.Is adept and conversant with SQL Performance tuning, Query Optimization and has experience in tuning huge complex queries.Experience designing and in-depth understanding of database structure principles.Seamlessly able to translate business requirements to technology requirements.Analyzing user requirements, envisioning system features and functionality.Design, build, and maintain efficient, reusable, and reliable software solution by setting expectations and features priorities throughout development life cycle.Understand Architecture Requirements and ensure effective Design, Development, Validation and Support activities.Must have experience in designing and proposing Data solutions.Knowledge of US healthcare will be an advantage.Assists in outlining new product/service business case justification to ensure that the proposed solution can deliver articulated business benefits to the client.What we're looking forBachelor's degree in computer science, information systems, or related field preferred.Should have good experience in SSRS,SSIS & T-SQL.Good in writing complex queries.Experience working with technical products, vendors, and families of technologies.Experience working with product configurations.Experience working with relevant software packages or classes of packages, and products within area of technical expertise.Other QualificationsGood in technical design skills.Good communication skills to communicate with customers, support personnel, and management.Good analytical and problem-solving skills.Good organization skills to balance and prioritize work.Ability to handle multiple tasks simultaneously and switch between tasks quickly.Ability to work independently and as part of a team.What you should expect in this roleFast-paced, challenging and rewarding work environment.Work life balance.Hybrid Office environment.Will require late evening work to overlap US work hours.","ssrs,ssis,tsql,performanceoptimization,queryoptimization,sqlcoding,pl/sql,t-sql,database,softwarepackages,sqlprogramming",Posted few days ago,3 - 5 yrs,Chennai,http://www.gainwelltechnologies.com,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,BE/ B.Tech (Engineering),,,
SSRS  ( SSIS / T-SQL ) Developer,Gainwell Technologies,"SSRS (SSIS/T-SQL)DeveloperDate: Nov 9, 2023Location: Chennai, TN, IN, 600032Req ID: 20707SummaryPerforms complex product design activities, using research and analysis. Assists in developing the methods and procedures required to identify if current business goals and objectives meet organizational needs. Supports the full life cycle of product development processes for creating new products and services. Investigates and resolve complex business and technical product integration matters of significance. Focuses on a specific product or family of technologies in multiple platforms; functions independently within a business area and assists at the enterprise level to influence the technical decisions during various phases of the project.Your role in our missionExperienced in T-SQL coding experience on large projects.Demonstrated experience around writing and troubleshooting T-SQL statements, creating stored procedures, views, and SQL functions.Extensive experience with development of stored procedures and processes using T-SQL.Demonstrated experience working with SSIS to create and deploy packages.Demonstrated experience with SSRS for creating and publishing reports.Strong SQL coding experience with performance optimization experience for data queries.Must possess expert SQL programming, performance tuning and troubleshooting skills.SSIS / SSRS development experience with strong understanding and best practices as well as the ability to develop SSIS packages and SSRS reports.Create database objects and SQL scripts, and must have thorough understanding, knowledge, exposure to advanced PL/ SQL.Is adept and conversant with SQL Performance tuning, Query Optimization and has experience in tuning huge complex queries.Experience designing and in-depth understanding of database structure principles.Seamlessly able to translate business requirements to technology requirements.Analyzing user requirements, envisioning system features and functionality.Design, build, and maintain efficient, reusable, and reliable software solution by setting expectations and features priorities throughout development life cycle.Understand Architecture Requirements and ensure effective Design, Development, Validation and Support activities.Must have experience in designing and proposing Data solutions.Knowledge of US healthcare will be an advantage.Assists in outlining new product/service business case justification to ensure that the proposed solution can deliver articulated business benefits to the client.What we're looking forBachelor's degree in computer science, information systems, or related field preferred.Should have good experience in SSRS,SSIS & T-SQL.Good in writing complex queries.Experience working with technical products, vendors, and families of technologies.Experience working with product configurations.Experience working with relevant software packages or classes of packages, and products within area of technical expertise.Other QualificationsGood in technical design skills.Good communication skills to communicate with customers, support personnel, and management.Good analytical and problem-solving skills.Good organization skills to balance and prioritize work.Ability to handle multiple tasks simultaneously and switch between tasks quickly.Ability to work independently and as part of a team.What you should expect in this roleFast-paced, challenging and rewarding work environment.Work life balance.Hybrid Office environment.Will require late evening work to overlap US work hours.","ssrs,ssis,tsql,performanceoptimization,queryoptimization,sqlcoding,pl/sql,t-sql,database,softwarepackages,sqlprogramming",Posted few days ago,3 - 5 yrs,Chennai,http://www.gainwelltechnologies.com,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,BE/ B.Tech (Engineering),,,
Power Bi /  SQL Tableau Developer,BUSISOL SOURCING INDIA PVT. LTD,"Power Bi/ SQL Tableau Developer/Data analyst (Analytic Dashboards & MIS) JOB DESCRIPTION: Qualifications and Experience:  6-8 Years of Business Intelligence /SQL Developer and Data Analyst with Bachelor of Engineering /BSC-IT /BCA/MS IT /MCA/MSC-IT with Information Technology /Computer science.  Programming background and skill is mandatory in Microsoft technologies, Microsoft SQL management studio Transact-SQL (T-SQL), XML, and C# and opensource technologies and RDBMS/DBMS: Microsoft Access, MS SQL Server 2008 R2 to 2019  Extensive T - SQL, SSIS, SSRS, Power BI and Tableau with initiatives that utilizes software and hardware components within a creative and technology-driven organization.  T-SQL development skills in Objects creation such as Tables and Views, User Defined functions, Indexes, Stored Procedures, CTE, Cursors and Triggers using SQL Servers.  Expert in generating on-demand and scheduled MIS reports for business analysis or management decision using SQL Servers Reporting Services (SSRS), Tableau and POWER BI. Periodic reporting is done on a daily, weekly, monthly, and quarterly basis which helps Management  Created various types of charts like Heat Maps, Geocoding, Symbol Maps, Pie Charts, Bar Charts, Tree Maps, Gantts, Circle Views, Line Charts, Area Charts, Scatter Plots, Bullet Graphs and Histograms in Table Desktop, Power BI and Excel to provide better data visualization .  Expert in generating on-demand and scheduled reports for business analysis or management decision using SQL Servers Reporting Services (SSRS), Tableau and POWER BI.  Created Excel reports, Dashboards & Performing Data validation activity VLOOKUP, HLOOKUP, Macros, formulas, index match, Slicer with (Pivot table, Get Pivot Data, Dashboards), Power View, Power Map and Heat Map.   Expert on Microsoft Power BI and Tableau reports, dashboards, and publishing to the end users for executive level Business Decision.  Expert on maintaining and managing Tableau and POWER BI driven reports and dashboards.  Experienced in managing users, groups, sites, permissions, and roles on Tableau server. Responsibilities:  Designed, developed, and tested various Power BI and Tableau v visualizations for dashboard and ad-hoc reporting solutions by connecting from different data sources and databases as a primary responsibility  As a Power BI and Tableau SME responsible for the design, development and production support of interactive data visualizations used across the company.  Also Needs to be work as team member with software Application solutions team to develop innovative applications.  Organize meetings with business stakeholders, director level members for requirement gatherings and presented various solutions using best practices.  Responsible for data preparation with blending multiple data connections and creating multiple joins across same and various data sources.  Managed Power BI Portal & tabulu servers  Created complex dashboard using parameters, sets, groups and calculations and drill down and drill up in worksheets and customization using filters and actions","r2,informationtechnology,dbms,t-sql,xml,ssrs,c#,triggers,.net,microsofttechnologies,bi,sql,t-sql,sqldeveloper,rdbms,productionsupport",Posted 6 days ago,6 - 8 yrs,Mumbai,,IT Software : Software Products & Services,"Recruitment/Placement Agencies,  Consulting Services",Software Engineer,"MCA/ PGDCA
                    
                    
                  

                    BCA (Computer Application)",,,
Senior Engineer - SQL Server Development,CAMBRIDGE TECHNOLOGY INDIA PVT LTD,"We are seeking a reliable, highly motivated, and skilled database programmer to join our Technology Service Centre in Hyderabad, India. You should have good knowledge in T-SQL programming and SQL BI. You will be responsible for writing queries and procedures, designing databases and ensuring their stability, reliability and performance. Also, should be able to design and develop BI reports and packages. Candidates who have certifications will be highly preferred. Ability to work independently, interact with business team.No of Positions 1Skills RequiredGood Analytical and Quantitative SkillsSQL Server(2008 R2, 2012, 2014, 2016), T-SQL, MSBI (SSRS, SSIS)Experience/knowledge on analyzing the query execution plan, Query optimization & TuningReady to explore different software technology tools.Good verbal and written skillsMust know Agile Development methodologiesKnowledge/experience in Qlik Report/Power BI, PowerShell scriptingKnowledge in SQL DBA activitiesUnderstand and analyze application requirements provided by client/BAKnowledge in Microsoft technologies to develop web, windows, Console applicationsRoles & ResponsibilitiesUnderstand the business requirement and provide high-quality database solutions.Responsible for Creating /modifying Stored procedures, functions, triggers, views as per the business requirement.Perform unit testing and regression testing on developed codeAnalyze the existing database objects and optimizing them for better performance.Responsible for bulk load/modify the data from the back end.Research and analyze the data for production support.Develop SSIS Package to load or export the data between different sources(Database to Database, Flat files to Database, Database to Excel/CSV/Text).Develop SSRS Reports for the business requirement.Responsible for creating/extracting the data for Qliksense as per BI/data visualization requirement and support the business users to build efficient Qliksense reports.Develop/explore new technology tools and featuresCommunicate effectively and should be able to handle group presentationsCommunicate with Client on daily basis(Optional)Experience4-7 YearsEducation QualificationB.E/B. Tech/MCA","r2,microsofttechnologies,bi,t-sql,sql,database,ssrs,windows,triggers,productionsupport",Posted few days ago,4 - 7 yrs,Hyderabad/Secunderabad,,IT Software : Software Products & Services,"Software Services,  Internet/Dot com/ISP",Software Engineer,"MCA/ PGDCA
                    
                    
                  

                    BA (Arts)",,,
Senior Engineer - SQL Server Development,CTE,"We are seeking a reliable, highly motivated, and skilled database programmer to join our Technology Service Centre in Hyderabad, India. You should have good knowledge in T-SQL programming and SQL BI. You will be responsible for writing queries and procedures, designing databases and ensuring their stability, reliability and performance. Also, should be able to design and develop BI reports and packages. Candidates who have certifications will be highly preferred. Ability to work independently, interact with business team.No of Positions 1Skills RequiredGood Analytical and Quantitative SkillsSQL Server(2008 R2, 2012, 2014, 2016), T-SQL, MSBI (SSRS, SSIS)Experience/knowledge on analyzing the query execution plan, Query optimization & TuningReady to explore different software technology tools.Good verbal and written skillsMust know Agile Development methodologiesKnowledge/experience in Qlik Report/Power BI, PowerShell scriptingKnowledge in SQL DBA activitiesUnderstand and analyze application requirements provided by client/BAKnowledge in Microsoft technologies to develop web, windows, Console applicationsRoles & ResponsibilitiesUnderstand the business requirement and provide high-quality database solutions.Responsible for Creating /modifying Stored procedures, functions, triggers, views as per the business requirement.Perform unit testing and regression testing on developed codeAnalyze the existing database objects and optimizing them for better performance.Responsible for bulk load/modify the data from the back end.Research and analyze the data for production support.Develop SSIS Package to load or export the data between different sources(Database to Database, Flat files to Database, Database to Excel/CSV/Text).Develop SSRS Reports for the business requirement.Responsible for creating/extracting the data for Qliksense as per BI/data visualization requirement and support the business users to build efficient Qliksense reports.Develop/explore new technology tools and featuresCommunicate effectively and should be able to handle group presentationsCommunicate with Client on daily basis(Optional)Experience4-7 YearsEducation QualificationB.E/B. Tech/MCA","r2,microsofttechnologies,bi,t-sql,sql,database,ssrs,windows,triggers,productionsupport",Posted few days ago,4 - 7 yrs,Hyderabad/Secunderabad,,IT Software : Software Products & Services,"Software Services,  Internet/Dot com/ISP",Software Engineer,"MCA/ PGDCA
                    
                    
                  

                    BA (Arts)",,,
Sr. MICROSOFT SQL DATABASE ADMINISTRATOR,alliance recruitment agency,":Bachelor's degree in any related field (BSC in Computer science will be preferred)5  years MS SQL Server Administration experience requiredDatabase schema creation and managementData modelling and database designSQL code reviews and walk-throughsGeneral database managementExperience with Performance Tuning and Optimization (PTO), using native monitoring and troubleshooting toolsExperience with backups, restores and recovery modelsExperience Requirements:Knowledge of High Availability (HA) and Disaster Recovery (DR) options for SQL Server Experience working with Windows server, including Active Directory Excellent written and verbal communication Ability to organize and plan work independently Ability to work in a rapidly changing environment Ability to multi-task and context-switch effectively between different activities and teams Relevant professional certification will be an advantage","performancetuning,disasterrecovery,recovery,sql,sqldatabaseadministrator,database",Posted few days ago,5 - 8 yrs,Australia,http://www.alliancerecruitmentagency.com,IT Software : Software Products & Services,Consulting Services,Database Administration (DBA),"ME/ M.Tech./ MS (Engg/ Sciences)
                    
                    
                  

                    Any Graduate",,,
Senior Database Developer - SQL DB,Pegasus InfoCorp Pvt. Ltd,"We are looking for a Senior Database Developer for SQL DB who canDraft design specifications and functional documentations for assigned database projectsDesign, develop and implement database systems based on clients requirementsCreate complex functions, scripts, stored procedures and triggers to support application developmentDevelop security procedures to protect databases from unauthorized accessOptimize database systems for performance efficiencyIdentify issues related to database performance and provide solutionsPerform data back-up and archival on regular basisTest databases and perform bug fixesTroubleshoot database related issues in a timely fashionRequired Skill SetsExperience in developing database projects using SQL Server 2005/2008Experience in SQL-XML programmingKnowledge of SQL Server Integration Services (SSIS) for ETL and SQL Server Reporting Services (SSRS) for report generationExperience in Data Modeling, Database design and well versed with SQL Server best practicesExperience on SQL Server Enterprise DatabaseExperience and knowledge in Query Tuning, Database Tuning, Performance tuning and different indexing methodsKnowledge of XML Extraction and TransformationKnowledge of XML Databases and Indexing/Search/LucenePreferred Skill SetsExperience in .NET with strong object-oriented design skillsExperience in the latest framework changes, build tools, and librariesExperience in Unix Shell scripts and using Unix scripting using bash or korn shell","lucene,sql,unixscripting,database,security,xml,ssrs,teamplayer,triggers,databasedeveloper,unixshell,.net",Posted 6 days ago,2 - 5 yrs,"Hyderabad/Secunderabad,  Gurgaon,  Mumbai,  Pune",http://www.pegasusinfocorp.com,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Any Graduate,,,
"SSIS ,  SQL  &  Power BI",PUBLICIS GROUPE,"Role: SSIS, SQL & Power BI- Ability to write complex SQL scripts-Should have hands-on experience as SSIS developer- Demonstrated experience in design and delivering data platforms for Business Intelligence or Data Warehouse, including data ingestion, ETL and data integration.- Strong skills in handling and analyzing complex, high volume data with excellent attention in details- Ability to work independently with team leads, BAs, data architects, other developers and subject matter experts from multiple streams to get understanding of data requirements.- Familiar with Agile methodology and Agile working environment.-Good to have Power BI experience.QualificationsMust have full time bachalore degree.Additional InformationPublicis Groupe Commitment to Diversity & Equity Policy:Publicis Groupe is deeply committed to diversity and inclusion in spirit and in action at every level of the organization. It reflects our core values and embodies our purpose of building a great company enabling human potential. We have a deep-rooted appreciation for how diversity of thought drives innovation, and we ground that value in a culture of collaboration and connected thinking.Diversity & inclusion are business imperatives on which Publicis Groupe will not negotiate. While fostering a work environment that is inclusive of all talent is a collective responsibility, it is leaderships job to nurture the career aspirations and goals of all our talent. Promoting gender equality starts at the top and the Groupe will not tolerate anyone speaking for our organization who does not value the importance of inclusion. Publicis Groupe works very hard to champion diversity and will continue to insist that each agencys leadership be champions of both diversity and inclusion.Our Core values  VIVA LA DIFFERENCE is based on the very aspect of celebrating differencesOur strategy focuses on bringing together teams with diverse perspectives, disciplines, and experiences, because diversity of thought best serves our clients and their customers who they aspire to impactEqual Employment Commitment:","bi,businessintelligence,sql,etl,ssis,dataintegration",Posted few days ago,0 - 3 yrs,Bengaluru / Bangalore,https://www.publicisgroupe.com/en/splash-en,IT Software : Software Products & Services,Advertising/PR/Event Management,Data Warehousing,Any Graduate,,,
